,Input Sentence,Tokenizer,POS,Great Filter,POW,ACH,AFF,Unnamed
276,"Mr. Smith will wind up not going because he is stubborn and obstinate and will not take a Class B cabin.
","['Mr.', 'Smith', 'will', 'wind', 'up', 'not', 'going', 'because', 'he', 'is', 'stubborn', 'and', 'obstinate', 'and', 'will', 'not', 'take', 'a', 'Class', 'B', 'cabin', '.']","['NNP', 'NNP', 'MD', 'VB', 'RP', 'RB', 'VBG', 'IN', 'PRP', 'VBZ', 'JJ', 'CC', 'JJ', 'CC', 'MD', 'RB', 'VB', 'DT', 'NN', 'NNP', 'NN', '.']",Pass,no,no,no,
277,"Two connectionless men in Paris by the Seine lying to each other about their eventless pasts.
","['Two', 'connectionless', 'men', 'in', 'Paris', 'by', 'the', 'Seine', 'lying', 'to', 'each', 'other', 'about', 'their', 'eventless', 'pasts', '.']","['CD', 'JJ', 'NNS', 'IN', 'NNP', 'IN', 'DT', 'NNP', 'NN', 'TO', 'DT', 'JJ', 'IN', 'PRP$', 'NN', 'NNS', '.']",Pass,no,no,no,
278,"They are both probably aware that everything being said is fictitious but this is immaterial.
","['They', 'are', 'both', 'probably', 'aware', 'that', 'everything', 'being', 'said', 'is', 'fictitious', 'but', 'this', 'is', 'immaterial', '.']","['PRP', 'VBP', 'DT', 'RB', 'JJ', 'IN', 'NN', 'VBG', 'VBD', 'VBZ', 'JJ', 'CC', 'DT', 'VBZ', 'JJ', '.']",Removed,no,no,no,
279,"The specialty of the man on the left is stories of his former influence in important circles; he is fond of stories about maitre-d's in swank restaurants calling him by name and waiving the reservation requirement.
","['The', 'specialty', 'of', 'the', 'man', 'on', 'the', 'left', 'is', 'stories', 'of', 'his', 'former', 'influence', 'in', 'important', 'circles', ';', 'he', 'is', 'fond', 'of', 'stories', 'about', 'maitre-d', ""'s"", 'in', 'swank', 'restaurants', 'calling', 'him', 'by', 'name', 'and', 'waiving', 'the', 'reservation', 'requirement', '.']","['DT', 'NN', 'IN', 'DT', 'NN', 'IN', 'DT', 'NN', 'VBZ', 'NNS', 'IN', 'PRP$', 'JJ', 'NN', 'IN', 'JJ', 'NNS', ':', 'PRP', 'VBZ', 'NN', 'IN', 'NNS', 'IN', 'NN', 'POS', 'IN', 'JJ', 'NNS', 'VBG', 'PRP', 'IN', 'NN', 'CC', 'VBG', 'DT', 'NN', 'NN', '.']",Pass,he is fond of stories about maitre-d's in swank restaurants calling him by name and waiving the reservation requirement.,yes,no,no
280,"He's also big on phone calls from far-away places.
","['He', ""'s"", 'also', 'big', 'on', 'phone', 'calls', 'from', 'far-away', 'places', '.']","['PRP', 'VBZ', 'RB', 'JJ', 'IN', 'NN', 'NNS', 'IN', 'JJ', 'NNS', '.']",Removed,no,no,no,
281,"Other man has gadded about with some of the world's most exotic women and (reportedly) left a trail of bastards of all races all over the world.
","['Other', 'man', 'has', 'gadded', 'about', 'with', 'some', 'of', 'the', 'world', ""'s"", 'most', 'exotic', 'women', 'and', '(', 'reportedly', ')', 'left', 'a', 'trail', 'of', 'bastards', 'of', 'all', 'races', 'all', 'over', 'the', 'world', '.']","['JJ', 'NN', 'VBZ', 'VBN', 'IN', 'IN', 'DT', 'IN', 'DT', 'NN', 'POS', 'RBS', 'JJ', 'NNS', 'CC', '(', 'RB', ')', 'VBD', 'DT', 'NN', 'IN', 'NNS', 'IN', 'DT', 'NNS', 'DT', 'IN', 'DT', 'NN', '.']",Pass,no,no,no,
282,"It was a bitter morning in January; the water in the river was hardening to almost solid ice, and the winds searched every crack and corner in its powerful sweep across the ice.
","['It', 'was', 'a', 'bitter', 'morning', 'in', 'January', ';', 'the', 'water', 'in', 'the', 'river', 'was', 'hardening', 'to', 'almost', 'solid', 'ice', ',', 'and', 'the', 'winds', 'searched', 'every', 'crack', 'and', 'corner', 'in', 'its', 'powerful', 'sweep', 'across', 'the', 'ice', '.']","['PRP', 'VBD', 'DT', 'JJ', 'NN', 'IN', 'NNP', ':', 'DT', 'NN', 'IN', 'DT', 'NN', 'VBD', 'VBG', 'TO', 'RB', 'JJ', 'NN', ',', 'CC', 'DT', 'NNS', 'VBD', 'DT', 'NN', 'CC', 'NN', 'IN', 'PRP$', 'JJ', 'JJ', 'IN', 'DT', 'NN', '.']",Pass,no,no,no,
283,"The man and girl sit quietly on the cold solitary bench and talk of just ordinary things, trying to avoid discussing the real pertinent issue of which they were afraid.
","['The', 'man', 'and', 'girl', 'sit', 'quietly', 'on', 'the', 'cold', 'solitary', 'bench', 'and', 'talk', 'of', 'just', 'ordinary', 'things', ',', 'trying', 'to', 'avoid', 'discussing', 'the', 'real', 'pertinent', 'issue', 'of', 'which', 'they', 'were', 'afraid', '.']","['DT', 'NN', 'CC', 'JJ', 'NN', 'RB', 'IN', 'DT', 'JJ', 'JJ', 'NN', 'CC', 'NN', 'IN', 'RB', 'JJ', 'NNS', ',', 'VBG', 'TO', 'VB', 'VBG', 'DT', 'JJ', 'JJ', 'NN', 'IN', 'WDT', 'PRP', 'VBD', 'JJ', '.']",Pass,no,no,yes,
284,"He laughed nervously, but then suddenly quieted.
","['He', 'laughed', 'nervously', ',', 'but', 'then', 'suddenly', 'quieted', '.']","['PRP', 'VBD', 'RB', ',', 'CC', 'RB', 'RB', 'VBN', '.']",Removed,no,no,no,
285,"The time was through--nothing could be said about their parting; nothing remained to fill out the blank minutes.
","['The', 'time', 'was', 'through', '--', 'nothing', 'could', 'be', 'said', 'about', 'their', 'parting', ';', 'nothing', 'remained', 'to', 'fill', 'out', 'the', 'blank', 'minutes', '.']","['DT', 'NN', 'VBD', 'IN', ':', 'NN', 'MD', 'VB', 'VBD', 'IN', 'PRP$', 'NN', ':', 'NN', 'VBD', 'TO', 'VB', 'RP', 'DT', 'NN', 'NNS', '.']",Pass,nothing remained to fill out the blank minutes.,no,no,no
286,"Where do I begin?
","['Where', 'do', 'I', 'begin', '?']","['WRB', 'VBP', 'PRP', 'VB', '.']",Removed,no,no,no,
287,"With the spring?
","['With', 'the', 'spring', '?']","['IN', 'DT', 'NN', '.']",Pass,no,no,no,
288,"Perchance the fall?
","['Perchance', 'the', 'fall', '?']","['VB', 'DT', 'NN', '.']",Pass,no,no,no,
289,"Ah yes, it was a blustery day and I had my long johns on to prevent freezing and had gone out for my morning constitutional.
","['Ah', 'yes', ',', 'it', 'was', 'a', 'blustery', 'day', 'and', 'I', 'had', 'my', 'long', 'johns', 'on', 'to', 'prevent', 'freezing', 'and', 'had', 'gone', 'out', 'for', 'my', 'morning', 'constitutional', '.']","['NNP', 'UH', ',', 'PRP', 'VBD', 'DT', 'JJ', 'NN', 'CC', 'PRP', 'VBD', 'PRP$', 'JJ', 'NN', 'IN', 'TO', 'VB', 'NN', 'CC', 'VBD', 'VBN', 'RP', 'IN', 'PRP$', 'NN', 'JJ', '.']",Pass,no,no,no,
290,"The air was corn flakes and the Goodyear blimp was over my head humming--!
","['The', 'air', 'was', 'corn', 'flakes', 'and', 'the', 'Goodyear', 'blimp', 'was', 'over', 'my', 'head', 'humming', '--', '!']","['DT', 'NN', 'VBD', 'NN', 'NNS', 'CC', 'DT', 'NNP', 'NN', 'VBD', 'IN', 'PRP$', 'NN', 'NN', ':', '.']",Pass,no,no,no,
291,"was humming too.
","['was', 'humming', 'too', '.']","['VBD', 'VBG', 'RB', '.']",Removed,no,no,no,
292,"So out I went in my fair youth to work off my excess weight and I met Alice, ah Alice.
","['So', 'out', 'I', 'went', 'in', 'my', 'fair', 'youth', 'to', 'work', 'off', 'my', 'excess', 'weight', 'and', 'I', 'met', 'Alice', ',', 'ah', 'Alice', '.']","['IN', 'RP', 'PRP', 'VBD', 'IN', 'PRP$', 'JJ', 'NN', 'TO', 'VB', 'RP', 'PRP$', 'JJ', 'NN', 'CC', 'PRP', 'VBD', 'NNP', ',', 'JJ', 'NNP', '.']",Pass,no,no,no,
293,"She was real disappointment so I kept walking--walking down distorted streets strewn with my next door neighbor's dog manure.
","['She', 'was', 'real', 'disappointment', 'so', 'I', 'kept', 'walking', '--', 'walking', 'down', 'distorted', 'streets', 'strewn', 'with', 'my', 'next', 'door', 'neighbor', ""'s"", 'dog', 'manure', '.']","['PRP', 'VBD', 'JJ', 'NN', 'RB', 'PRP', 'VBP', 'VBG', ':', 'VBG', 'RP', 'VBN', 'NNS', 'VBP', 'IN', 'PRP$', 'JJ', 'NN', 'NN', 'POS', 'NN', 'NN', '.']",Removed,no,no,no,
294,"All through my mind was flowing some strange vision I had seen one day many years ago--some people, as usual, sitting, as usual, in the quiet by the river never saying anything and never having anything to say anyway.
","['All', 'through', 'my', 'mind', 'was', 'flowing', 'some', 'strange', 'vision', 'I', 'had', 'seen', 'one', 'day', 'many', 'years', 'ago', '--', 'some', 'people', ',', 'as', 'usual', ',', 'sitting', ',', 'as', 'usual', ',', 'in', 'the', 'quiet', 'by', 'the', 'river', 'never', 'saying', 'anything', 'and', 'never', 'having', 'anything', 'to', 'say', 'anyway', '.']","['DT', 'IN', 'PRP$', 'NN', 'VBD', 'VBG', 'DT', 'JJ', 'NN', 'PRP', 'VBD', 'VBN', 'CD', 'NN', 'JJ', 'NNS', 'RB', ':', 'DT', 'NNS', ',', 'IN', 'JJ', ',', 'VBG', ',', 'IN', 'JJ', ',', 'IN', 'DT', 'JJ', 'IN', 'DT', 'NN', 'RB', 'VBG', 'NN', 'CC', 'RB', 'VBG', 'NN', 'TO', 'VB', 'RB', '.']",Pass,no,no,no,
295,"In this scene two people, recently acquainted, have been talking by a river.
","['In', 'this', 'scene', 'two', 'people', ',', 'recently', 'acquainted', ',', 'have', 'been', 'talking', 'by', 'a', 'river', '.']","['IN', 'DT', 'NN', 'CD', 'NNS', ',', 'RB', 'VBN', ',', 'VBP', 'VBN', 'VBG', 'IN', 'DT', 'NN', '.']",Pass,no,no,yes,
296,"They have gone through a routine day consisting of classes and rushing to things on time.
","['They', 'have', 'gone', 'through', 'a', 'routine', 'day', 'consisting', 'of', 'classes', 'and', 'rushing', 'to', 'things', 'on', 'time', '.']","['PRP', 'VBP', 'VBN', 'IN', 'DT', 'JJ', 'NN', 'VBG', 'IN', 'NNS', 'CC', 'VBG', 'TO', 'NNS', 'IN', 'NN', '.']",Pass,no,no,no,
297,"It is late afternoon and the occasion is rare; however they will be doing more activities along this line later.
","['It', 'is', 'late', 'afternoon', 'and', 'the', 'occasion', 'is', 'rare', ';', 'however', 'they', 'will', 'be', 'doing', 'more', 'activities', 'along', 'this', 'line', 'later', '.']","['PRP', 'VBZ', 'JJ', 'NN', 'CC', 'DT', 'NN', 'VBZ', 'JJ', ':', 'RB', 'PRP', 'MD', 'VB', 'VBG', 'JJR', 'NNS', 'IN', 'DT', 'NN', 'RB', '.']",Pass,however they will be doing more activities along this line later.,no,no,yes
298,"They are only getting to know each other now and though each is portraying themselves in a friendly manner--beneath this they are imagining a further relationship.
","['They', 'are', 'only', 'getting', 'to', 'know', 'each', 'other', 'now', 'and', 'though', 'each', 'is', 'portraying', 'themselves', 'in', 'a', 'friendly', 'manner', '--', 'beneath', 'this', 'they', 'are', 'imagining', 'a', 'further', 'relationship', '.']","['PRP', 'VBP', 'RB', 'VBG', 'TO', 'VB', 'DT', 'JJ', 'RB', 'CC', 'IN', 'DT', 'VBZ', 'VBG', 'PRP', 'IN', 'DT', 'JJ', 'NN', ':', 'IN', 'DT', 'PRP', 'VBP', 'VBG', 'DT', 'JJ', 'NN', '.']",Pass,no,no,yes,
299,"In the past they have seen each other around; however, this.
","['In', 'the', 'past', 'they', 'have', 'seen', 'each', 'other', 'around', ';', 'however', ',', 'this', '.']","['IN', 'DT', 'NN', 'PRP', 'VBP', 'VBN', 'DT', 'JJ', 'IN', ':', 'RB', ',', 'DT', '.']",Pass,no,no,no,
300,"is their first time alone to get to understand each other.
","['is', 'their', 'first', 'time', 'alone', 'to', 'get', 'to', 'understand', 'each', 'other', '.']","['VBZ', 'PRP$', 'JJ', 'NN', 'RB', 'TO', 'VB', 'TO', 'VB', 'DT', 'JJ', '.']",Pass,no,no,yes,
301,"The scene is impersonal except to themselves.
","['The', 'scene', 'is', 'impersonal', 'except', 'to', 'themselves', '.']","['DT', 'NN', 'VBZ', 'JJ', 'IN', 'TO', 'PRP', '.']",Pass,no,no,no,
302,"The couple is in Paris.
","['The', 'couple', 'is', 'in', 'Paris', '.']","['DT', 'NN', 'VBZ', 'IN', 'NNP', '.']",Pass,no,no,no,
303,"The guy is trying to resolve a conflict with his girl, but she is being very stubborn and self-possessed.
","['The', 'guy', 'is', 'trying', 'to', 'resolve', 'a', 'conflict', 'with', 'his', 'girl', ',', 'but', 'she', 'is', 'being', 'very', 'stubborn', 'and', 'self-possessed', '.']","['DT', 'NN', 'VBZ', 'VBG', 'TO', 'VB', 'DT', 'NN', 'IN', 'PRP$', 'NN', ',', 'CC', 'PRP', 'VBZ', 'VBG', 'RB', 'JJ', 'CC', 'JJ', '.']",Pass,no,no,no,
304,"She has already drawn her conclusions and is now concentrating on remaining firm in her convictions against his persuasion.
","['She', 'has', 'already', 'drawn', 'her', 'conclusions', 'and', 'is', 'now', 'concentrating', 'on', 'remaining', 'firm', 'in', 'her', 'convictions', 'against', 'his', 'persuasion', '.']","['PRP', 'VBZ', 'RB', 'VBN', 'PRP$', 'NNS', 'CC', 'VBZ', 'RB', 'VBG', 'IN', 'VBG', 'NN', 'IN', 'PRP$', 'NNS', 'IN', 'PRP$', 'NN', '.']",Removed,yes,no,no,
305,"The day is in fall; it's beginning to get cold and when the wind blows she pulls her coat collar tighter around her neck.
","['The', 'day', 'is', 'in', 'fall', ';', 'it', ""'s"", 'beginning', 'to', 'get', 'cold', 'and', 'when', 'the', 'wind', 'blows', 'she', 'pulls', 'her', 'coat', 'collar', 'tighter', 'around', 'her', 'neck', '.']","['DT', 'NN', 'VBZ', 'IN', 'NN', ':', 'PRP', 'VBZ', 'VBG', 'TO', 'VB', 'JJ', 'CC', 'WRB', 'DT', 'NN', 'VBZ', 'PRP', 'VBZ', 'PRP$', 'NN', 'NN', 'NN', 'IN', 'PRP$', 'NN', '.']",Pass,it's beginning to get cold and when the wind blows she pulls her coat collar tighter around her neck.,no,no,no
306,"In the earnestness of his argument, the young man does not feel it and leaves his open jacket flapping.
","['In', 'the', 'earnestness', 'of', 'his', 'argument', ',', 'the', 'young', 'man', 'does', 'not', 'feel', 'it', 'and', 'leaves', 'his', 'open', 'jacket', 'flapping', '.']","['IN', 'DT', 'NN', 'IN', 'PRP$', 'NN', ',', 'DT', 'JJ', 'NN', 'VBZ', 'RB', 'VB', 'PRP', 'CC', 'VBZ', 'PRP$', 'JJ', 'NN', 'NN', '.']",Pass,no,no,no,
307,"His attempts to convince her are becoming more and more distasteful to her and though she will not do it, she would like to leave.
","['His', 'attempts', 'to', 'convince', 'her', 'are', 'becoming', 'more', 'and', 'more', 'distasteful', 'to', 'her', 'and', 'though', 'she', 'will', 'not', 'do', 'it', ',', 'she', 'would', 'like', 'to', 'leave', '.']","['PRP$', 'NNS', 'TO', 'VB', 'PRP$', 'VBP', 'VBG', 'JJR', 'CC', 'RBR', 'JJ', 'TO', 'PRP$', 'CC', 'IN', 'PRP', 'MD', 'RB', 'VB', 'PRP', ',', 'PRP', 'MD', 'VB', 'TO', 'VB', '.']",Pass,yes,no,no,
308,"The picture indicates a man and his wife sitting on a bench at the beach.
","['The', 'picture', 'indicates', 'a', 'man', 'and', 'his', 'wife', 'sitting', 'on', 'a', 'bench', 'at', 'the', 'beach', '.']","['DT', 'NN', 'VBZ', 'DT', 'NN', 'CC', 'PRP$', 'NN', 'VBG', 'IN', 'DT', 'NN', 'IN', 'DT', 'NN', '.']",Pass,no,no,no,
309,"The wife, head bent, was sad or in distress and the husband had taken her here for a walk on the beach and then a talk to cheer her up.
","['The', 'wife', ',', 'head', 'bent', ',', 'was', 'sad', 'or', 'in', 'distress', 'and', 'the', 'husband', 'had', 'taken', 'her', 'here', 'for', 'a', 'walk', 'on', 'the', 'beach', 'and', 'then', 'a', 'talk', 'to', 'cheer', 'her', 'up', '.']","['DT', 'NN', ',', 'NN', 'NN', ',', 'VBD', 'JJ', 'CC', 'IN', 'NN', 'CC', 'DT', 'NN', 'VBD', 'VBN', 'PRP$', 'RB', 'IN', 'DT', 'NN', 'IN', 'DT', 'NN', 'CC', 'RB', 'DT', 'NN', 'TO', 'VB', 'PRP$', 'RP', '.']",Pass,yes,no,no,
310,"The scene will end happily as the two will walk off arm in arm back down the beach.
","['The', 'scene', 'will', 'end', 'happily', 'as', 'the', 'two', 'will', 'walk', 'off', 'arm', 'in', 'arm', 'back', 'down', 'the', 'beach', '.']","['DT', 'NN', 'MD', 'VB', 'RB', 'IN', 'DT', 'CD', 'MD', 'VB', 'RP', 'NN', 'IN', 'NN', 'RB', 'RP', 'DT', 'NN', '.']",Pass,no,no,yes,
311,"A man is talking.
","['A', 'man', 'is', 'talking', '.']","['DT', 'NN', 'VBZ', 'VBG', '.']",Pass,no,no,no,
312,"He is describing his job.
","['He', 'is', 'describing', 'his', 'job', '.']","['PRP', 'VBZ', 'VBG', 'PRP$', 'NN', '.']",Removed,no,no,no,
313,"He says he's a lab technician for Kodak.
","['He', 'says', 'he', ""'s"", 'a', 'lab', 'technician', 'for', 'Kodak', '.']","['PRP', 'VBZ', 'PRP', 'VBZ', 'DT', 'NN', 'NN', 'IN', 'NNP', '.']",Pass,no,no,no,
314,"He works with all the chemical processes that have made possible the picture we have seen.
","['He', 'works', 'with', 'all', 'the', 'chemical', 'processes', 'that', 'have', 'made', 'possible', 'the', 'picture', 'we', 'have', 'seen', '.']","['PRP', 'VBZ', 'IN', 'PDT', 'DT', 'NN', 'VBZ', 'WDT', 'VBP', 'VBN', 'JJ', 'DT', 'NN', 'PRP', 'VBP', 'VBN', '.']",Pass,no,no,no,
315,"He says to the other man, this is a good image that we are a part of.
","['He', 'says', 'to', 'the', 'other', 'man', ',', 'this', 'is', 'a', 'good', 'image', 'that', 'we', 'are', 'a', 'part', 'of', '.']","['PRP', 'VBZ', 'TO', 'DT', 'JJ', 'NN', ',', 'DT', 'VBZ', 'DT', 'JJ', 'NN', 'IN', 'PRP', 'VBP', 'DT', 'NN', 'IN', '.']",Pass,no,yes,no,
316,"The other man says nothing.
","['The', 'other', 'man', 'says', 'nothing', '.']","['DT', 'JJ', 'NN', 'VBZ', 'NN', '.']",Pass,no,no,no,
317,"He had been staring at a grey bridge--then, after awhile, he closed his eyes and forgot all snow.
","['He', 'had', 'been', 'staring', 'at', 'a', 'grey', 'bridge', '--', 'then', ',', 'after', 'awhile', ',', 'he', 'closed', 'his', 'eyes', 'and', 'forgot', 'all', 'snow', '.']","['PRP', 'VBD', 'VBN', 'VBG', 'IN', 'DT', 'NN', 'NN', ':', 'RB', ',', 'IN', 'NN', ',', 'PRP', 'VBD', 'PRP$', 'NNS', 'CC', 'VBD', 'DT', 'NN', '.']",Pass,no,no,no,
318,"He is thinking that it is necessary for the room to be dark in order to distinguish all the details of the image.
","['He', 'is', 'thinking', 'that', 'it', 'is', 'necessary', 'for', 'the', 'room', 'to', 'be', 'dark', 'in', 'order', 'to', 'distinguish', 'all', 'the', 'details', 'of', 'the', 'image', '.']","['PRP', 'VBZ', 'VBG', 'IN', 'PRP', 'VBZ', 'JJ', 'IN', 'DT', 'NN', 'TO', 'VB', 'VBN', 'IN', 'NN', 'TO', 'VB', 'PDT', 'DT', 'NNS', 'IN', 'DT', 'NN', '.']",Pass,no,no,no,
319,"They were young and in love.
","['They', 'were', 'young', 'and', 'in', 'love', '.']","['PRP', 'VBD', 'JJ', 'CC', 'IN', 'NN', '.']",Removed,no,no,yes,
320,"Winter offered no harsh coldness to them, but a warmth that was unexplainable except in terms of their inner beings.
","['Winter', 'offered', 'no', 'harsh', 'coldness', 'to', 'them', ',', 'but', 'a', 'warmth', 'that', 'was', 'unexplainable', 'except', 'in', 'terms', 'of', 'their', 'inner', 'beings', '.']","['NN', 'VBD', 'DT', 'JJ', 'NN', 'TO', 'PRP', ',', 'CC', 'DT', 'NN', 'WDT', 'VBD', 'JJ', 'IN', 'IN', 'NNS', 'IN', 'PRP$', 'JJ', 'NNS', '.']",Pass,no,no,no,
321,"Hours would they sit, sucking in the beauty of the winter ice, talking softly, planning.
","['Hours', 'would', 'they', 'sit', ',', 'sucking', 'in', 'the', 'beauty', 'of', 'the', 'winter', 'ice', ',', 'talking', 'softly', ',', 'planning', '.']","['NNS', 'MD', 'PRP', 'VB', ',', 'VBG', 'IN', 'DT', 'NN', 'IN', 'DT', 'NN', 'NN', ',', 'VBG', 'RB', ',', 'NN', '.']",Pass,no,no,yes,
322,"Anyone could tell they were in love by the contentment that shone from their faces.
","['Anyone', 'could', 'tell', 'they', 'were', 'in', 'love', 'by', 'the', 'contentment', 'that', 'shone', 'from', 'their', 'faces', '.']","['NN', 'MD', 'VB', 'PRP', 'VBD', 'IN', 'NN', 'IN', 'DT', 'NN', 'WDT', 'NN', 'IN', 'PRP$', 'VBZ', '.']",Pass,no,no,no,
323,"Their eyes shone, they smiled secret smiles, exchanged understanding glances, and planned.
","['Their', 'eyes', 'shone', ',', 'they', 'smiled', 'secret', 'smiles', ',', 'exchanged', 'understanding', 'glances', ',', 'and', 'planned', '.']","['PRP$', 'NNS', 'NN', ',', 'PRP', 'VBD', 'JJ', 'NNS', ',', 'VBD', 'JJ', 'NNS', ',', 'CC', 'VBD', '.']",Removed,no,no,yes,
324,"Yet their future was not the security they would have wished.
","['Yet', 'their', 'future', 'was', 'not', 'the', 'security', 'they', 'would', 'have', 'wished', '.']","['CC', 'PRP$', 'NN', 'VBD', 'RB', 'DT', 'NN', 'PRP', 'MD', 'VB', 'VBN', '.']",Pass,no,no,no,
325,"The air was full of the tensions of war, they knew not if they would even see the beginning of another winter.
","['The', 'air', 'was', 'full', 'of', 'the', 'tensions', 'of', 'war', ',', 'they', 'knew', 'not', 'if', 'they', 'would', 'even', 'see', 'the', 'beginning', 'of', 'another', 'winter', '.']","['DT', 'NN', 'VBD', 'JJ', 'IN', 'DT', 'NNS', 'IN', 'NN', ',', 'PRP', 'VBD', 'RB', 'IN', 'PRP', 'MD', 'RB', 'VB', 'DT', 'NN', 'IN', 'DT', 'NN', '.']",Pass,no,no,no,
326,"So they retreated into their world, where no one could come, where they could dream and plan, feel safe and protected, and hope.
","['So', 'they', 'retreated', 'into', 'their', 'world', ',', 'where', 'no', 'one', 'could', 'come', ',', 'where', 'they', 'could', 'dream', 'and', 'plan', ',', 'feel', 'safe', 'and', 'protected', ',', 'and', 'hope', '.']","['IN', 'PRP', 'VBD', 'IN', 'PRP$', 'NN', ',', 'WRB', 'DT', 'NN', 'MD', 'VB', ',', 'WRB', 'PRP', 'MD', 'VB', 'CC', 'NN', ',', 'VB', 'JJ', 'CC', 'VBN', ',', 'CC', 'NN', '.']",Pass,no,no,yes,
327,"Naomi and Daniel, brother and sister (not in that order, of course) decided to stop the foolishness and take a breather.
","['Naomi', 'and', 'Daniel', ',', 'brother', 'and', 'sister', '(', 'not', 'in', 'that', 'order', ',', 'of', 'course', ')', 'decided', 'to', 'stop', 'the', 'foolishness', 'and', 'take', 'a', 'breather', '.']","['NNP', 'CC', 'NNP', ',', 'NN', 'CC', 'NN', '(', 'RB', 'IN', 'DT', 'NN', ',', 'IN', 'NN', ')', 'VBD', 'TO', 'VB', 'DT', 'NN', 'CC', 'VB', 'DT', 'NN', '.']",Pass,no,no,no,
328,"Perhaps an unsuspecting passerby would interpret the whole thing as an affair, but then, an unsuspecting passerby would be wrong.
","['Perhaps', 'an', 'unsuspecting', 'passerby', 'would', 'interpret', 'the', 'whole', 'thing', 'as', 'an', 'affair', ',', 'but', 'then', ',', 'an', 'unsuspecting', 'passerby', 'would', 'be', 'wrong', '.']","['RB', 'DT', 'JJ', 'NN', 'MD', 'VB', 'DT', 'JJ', 'NN', 'IN', 'DT', 'NN', ',', 'CC', 'RB', ',', 'DT', 'JJ', 'NN', 'MD', 'VB', 'JJ', '.']",Pass,no,no,no,
329,"Funny thing about the bridge, Naomi began.
","['Funny', 'thing', 'about', 'the', 'bridge', ',', 'Naomi', 'began', '.']","['JJ', 'NN', 'IN', 'DT', 'NN', ',', 'NNP', 'VBD', '.']",Pass,no,no,no,
330,"What bridge?
","['What', 'bridge', '?']","['WP', 'NN', '.']",Removed,no,no,no,
